PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
77.44986208,148.0436785,17.44703775,25.94945675,29.96876211,30.41330023,0,9.893463193,33.90399588,0,0,152.102673
77.43611897,148.0176224,17.44841082,25.94789731,29.97093236,30.40168212,0,9.895589639,33.90265761,0,0,152.0857779
77.42237585,147.9915662,17.44978388,25.94633787,29.97310262,30.390064,0,9.897716085,33.90131933,0,0,152.0688827
77.40863274,147.9655101,17.45115694,25.94477842,29.97527288,30.37844589,0,9.899842531,33.89998105,0,0,152.0519875
77.39488963,147.939454,17.45253,25.94321898,29.97744313,30.36682777,0,9.901968977,33.89864278,0,0,152.0350923
77.38114652,147.9133979,17.45390307,25.94165954,29.97961339,30.35520965,0,9.904095423,33.8973045,0,0,152.0181971
77.36740341,147.8873418,17.45527613,25.9401001,29.98178365,30.34359154,0,9.906221869,33.89596622,0,0,152.0013019
77.35366029,147.8612857,17.45664919,25.93854065,29.98395391,30.33197342,0,9.908348315,33.89462795,0,0,151.9844067
77.33991718,147.8352296,17.45802225,25.93698121,29.98612416,30.3203553,0,9.910474761,33.89328967,0,0,151.9675115
77.32617407,147.8091735,17.45939532,25.93542177,29.98829442,30.30873719,0,9.912601207,33.8919514,0,0,151.9506163
77.31243096,147.7831173,17.46076838,25.93386233,29.99046468,30.29711907,0,9.914727653,33.89061312,0,0,151.9337211
77.29868784,147.7570612,17.46214144,25.93230288,29.99263493,30.28550096,0,9.916854099,33.88927484,0,0,151.9168259
77.28494473,147.7310051,17.46351451,25.93074344,29.99480519,30.27388284,0,9.918980545,33.88793657,0,0,151.8999308
77.27120162,147.704949,17.46488757,25.929184,29.99697545,30.26226472,0,9.921106991,33.88659829,0,0,151.8830356
77.25745851,147.6788929,17.46626063,25.92762456,29.99914571,30.25064661,0,9.923233437,33.88526001,0,0,151.8661404
77.2437154,147.6528368,17.46763369,25.92606511,30.00131596,30.23902849,0,9.925359883,33.88392174,0,0,151.8492452
77.22997228,147.6267807,17.46900676,25.92450567,30.00348622,30.22741037,0,9.927486329,33.88258346,0,0,151.83235
77.21622917,147.6007245,17.47037982,25.92294623,30.00565648,30.21579226,0,9.929612775,33.88124518,0,0,151.8154548
77.20248606,147.5746684,17.47175288,25.92138679,30.00782673,30.20417414,0,9.931739222,33.87990691,0,0,151.7985596
77.18874295,147.5486123,17.47312594,25.91982734,30.00999699,30.19255603,0,9.933865668,33.87856863,0,0,151.7816644
77.17499983,147.5225562,17.47449901,25.9182679,30.01216725,30.18093791,0,9.935992114,33.87723035,0,0,151.7647692
77.16125672,147.4965001,17.47587207,25.91670846,30.01433751,30.16931979,0,9.93811856,33.87589208,0,0,151.747874
77.14751361,147.470444,17.47724513,25.91514902,30.01650776,30.15770168,0,9.940245006,33.8745538,0,0,151.7309788
77.1337705,147.4443879,17.4786182,25.91358957,30.01867802,30.14608356,0,9.942371452,33.87321553,0,0,151.7140836
77.12002739,147.4183318,17.47999126,25.91203013,30.02084828,30.13446544,0,9.944497898,33.87187725,0,0,151.6971885
77.10628427,147.3922756,17.48136432,25.91047069,30.02301853,30.12284733,0,9.946624344,33.87053897,0,0,151.6802933
77.09254116,147.3662195,17.48273738,25.90891125,30.02518879,30.11122921,0,9.94875079,33.8692007,0,0,151.6633981
77.07879805,147.3401634,17.48411045,25.9073518,30.02735905,30.0996111,0,9.950877236,33.86786242,0,0,151.6465029
77.06505494,147.3141073,17.48548351,25.90579236,30.02952931,30.08799298,0,9.953003682,33.86652414,0,0,151.6296077
77.05131182,147.2880512,17.48685657,25.90423292,30.03169956,30.07637486,0,9.955130128,33.86518587,0,0,151.6127125
77.03756871,147.2619951,17.48822963,25.90267348,30.03386982,30.06475675,0,9.957256574,33.86384759,0,0,151.5958173
77.0238256,147.235939,17.4896027,25.90111403,30.03604008,30.05313863,0,9.95938302,33.86250931,0,0,151.5789221
77.01008249,147.2098828,17.49097576,25.89955459,30.03821033,30.04152051,0,9.961509466,33.86117104,0,0,151.5620269
76.99633938,147.1838267,17.49234882,25.89799515,30.04038059,30.0299024,0,9.963635912,33.85983276,0,0,151.5451317
76.98259626,147.1577706,17.49372188,25.89643571,30.04255085,30.01828428,0,9.965762358,33.85849448,0,0,151.5282365
76.96885315,147.1317145,17.49509495,25.89487626,30.04472111,30.00666617,0,9.967888804,33.85715621,0,0,151.5113414
76.95511004,147.1056584,17.49646801,25.89331682,30.04689136,29.99504805,0,9.97001525,33.85581793,0,0,151.4944462
76.94136693,147.0796023,17.49784107,25.89175738,30.04906162,29.98342993,0,9.972141696,33.85447966,0,0,151.477551
76.92762382,147.0535462,17.49921414,25.89019793,30.05123188,29.97181182,0,9.974268142,33.85314138,0,0,151.4606558
76.9138807,147.0274901,17.5005872,25.88863849,30.05340213,29.9601937,0,9.976394588,33.8518031,0,0,151.4437606
76.90013759,147.0014339,17.50196026,25.88707905,30.05557239,29.94857558,0,9.978521034,33.85046483,0,0,151.4268654
76.88639448,146.9753778,17.50333332,25.88551961,30.05774265,29.93695747,0,9.98064748,33.84912655,0,0,151.4099702
76.87265137,146.9493217,17.50470639,25.88396016,30.05991291,29.92533935,0,9.982773927,33.84778827,0,0,151.393075
76.85890825,146.9232656,17.50607945,25.88240072,30.06208316,29.91372124,0,9.984900373,33.84645,0,0,151.3761798
76.84516514,146.8972095,17.50745251,25.88084128,30.06425342,29.90210312,0,9.987026819,33.84511172,0,0,151.3592846
76.83142203,146.8711534,17.50882557,25.87928184,30.06642368,29.890485,0,9.989153265,33.84377344,0,0,151.3423894
76.81767892,146.8450973,17.51019864,25.87772239,30.06859393,29.87886689,0,9.991279711,33.84243517,0,0,151.3254942
76.80393581,146.8190411,17.5115717,25.87616295,30.07076419,29.86724877,0,9.993406157,33.84109689,0,0,151.3085991
76.79019269,146.792985,17.51294476,25.87460351,30.07293445,29.85563065,0,9.995532603,33.83975861,0,0,151.2917039
76.77644958,146.7669289,17.51431783,25.87304407,30.07510471,29.84401254,0,9.997659049,33.83842034,0,0,151.2748087
76.76270647,146.7408728,17.51569089,25.87148462,30.07727496,29.83239442,0,9.999785495,33.83708206,0,0,151.2579135
76.74896336,146.7148167,17.51706395,25.86992518,30.07944522,29.82077631,0,10.00191194,33.83574379,0,0,151.2410183
76.73522024,146.6887606,17.51843701,25.86836574,30.08161548,29.80915819,0,10.00403839,33.83440551,0,0,151.2241231
76.72147713,146.6627045,17.51981008,25.8668063,30.08378574,29.79754007,0,10.00616483,33.83306723,0,0,151.2072279
76.70773402,146.6366484,17.52118314,25.86524685,30.08595599,29.78592196,0,10.00829128,33.83172896,0,0,151.1903327
76.69399091,146.6105922,17.5225562,25.86368741,30.08812625,29.77430384,0,10.01041773,33.83039068,0,0,151.1734375
76.6802478,146.5845361,17.52392926,25.86212797,30.09029651,29.76268572,0,10.01254417,33.8290524,0,0,151.1565423
76.66650468,146.55848,17.52530233,25.86056853,30.09246676,29.75106761,0,10.01467062,33.82771413,0,0,151.1396471
76.65276157,146.5324239,17.52667539,25.85900908,30.09463702,29.73944949,0,10.01679706,33.82637585,0,0,151.122752
76.63901846,146.5063678,17.52804845,25.85744964,30.09680728,29.72783138,0,10.01892351,33.82503757,0,0,151.1058568
76.62527535,146.4803117,17.52942151,25.8558902,30.09897754,29.71621326,0,10.02104996,33.8236993,0,0,151.0889616
76.61153223,146.4542556,17.53079458,25.85433076,30.10114779,29.70459514,0,10.0231764,33.82236102,0,0,151.0720664
76.59778912,146.4281994,17.53216764,25.85277131,30.10331805,29.69297703,0,10.02530285,33.82102274,0,0,151.0551712
76.58404601,146.4021433,17.5335407,25.85121187,30.10548831,29.68135891,0,10.02742929,33.81968447,0,0,151.038276
76.5703029,146.3760872,17.53491377,25.84965243,30.10765856,29.66974079,0,10.02955574,33.81834619,0,0,151.0213808
76.55655979,146.3500311,17.53628683,25.84809299,30.10982882,29.65812268,0,10.03168219,33.81700792,0,0,151.0044856
76.54281667,146.323975,17.53765989,25.84653354,30.11199908,29.64650456,0,10.03380863,33.81566964,0,0,150.9875904
76.52907356,146.2979189,17.53903295,25.8449741,30.11416934,29.63488645,0,10.03593508,33.81433136,0,0,150.9706952
76.51533045,146.2718628,17.54040602,25.84341466,30.11633959,29.62326833,0,10.03806152,33.81299309,0,0,150.9538
76.50158734,146.2458067,17.54177908,25.84185522,30.11850985,29.61165021,0,10.04018797,33.81165481,0,0,150.9369048
76.48784423,146.2197505,17.54315214,25.84029577,30.12068011,29.6000321,0,10.04231442,33.81031653,0,0,150.9200097
76.47410111,146.1936944,17.5445252,25.83873633,30.12285036,29.58841398,0,10.04444086,33.80897826,0,0,150.9031145
76.460358,146.1676383,17.54589827,25.83717689,30.12502062,29.57679586,0,10.04656731,33.80763998,0,0,150.8862193
72.28870525,139.5159235,10.63698546,20.7950528,18.54,28.32002256,0,10.02013931,33.75005184,0,0,144.0209684
74.19732969,142.564294,14.11695803,23.32932847,24.57,28.9098361,0,10.03326295,33.76653278,0,0,147.2058374
73.27778797,141.0895589,12.47818074,22.1321342,21.73,28.61471208,0,10.03021672,33.75682953,0,0,145.680305
72.33911546,139.5842277,10.80477831,20.90969888,18.83,28.31360202,0,10.02706112,33.74694917,0,0,144.1229097
73.8746898,142.0359766,13.60956065,22.95177389,23.69,28.7866876,0,10.03805186,33.75997628,0,0,146.6864518
73.89893295,142.0706431,13.67895693,22.99980522,23.81,28.78687533,0,10.04040167,33.75901093,0,0,146.7328233
73.11649511,140.8151791,12.28832647,21.98350521,21.4,28.53465133,0,10.03813933,33.75057705,0,0,145.4356418
73.38943833,141.2475934,12.80784957,22.35967031,22.3,28.61265769,0,10.04191106,33.75191426,0,0,145.8962313
74.60935488,143.1945086,15.0413171,23.98526784,26.17,28.98697347,0,10.05109705,33.76201889,0,0,147.9340353
76.52116779,146.2479785,18.52706052,26.52375035,32.21,29.57778468,0,10.06423892,33.77852935,0,0,151.1242147
74.69291427,143.3199343,15.24358908,24.12760577,26.52,28.99832335,0,10.05599719,33.76041293,0,0,148.0851937
74.99136519,143.7931432,15.80927904,24.53742561,27.5,29.08431111,0,10.05991476,33.7619863,0,0,148.5882671
74.43211971,142.8946323,14.82260855,23.81560463,25.79,28.90192434,0,10.05892851,33.75561881,0,0,147.6628197
75.46391699,144.540687,16.71559553,25.19299841,29.07,29.21737731,0,10.06703894,33.76398176,0,0,149.3873049
75.16293697,144.0552219,16.19636443,24.81193173,28.17,29.11580221,0,10.0675293,33.76000539,0,0,148.8920069
74.65151843,143.2332009,15.2962568,24.1532134,26.61,28.94838057,0,10.0668165,33.75408069,0,0,148.0462167
73.63632283,141.6054858,13.48435381,22.82981384,23.47,28.62332631,0,10.06322338,33.74349185,0,0,146.3613697
72.8698273,140.3755185,12.12257764,21.83454805,21.11,28.37609069,0,10.06105219,33.73520557,0,0,145.0907407
73.7549553,141.7870041,13.75010521,23.01842705,23.93,28.64565061,0,10.06832405,33.74221061,0,0,146.5709436
46.91775908,207.0399163,11.03624266,66.23190527,21.25,-28.07483952,0,193.86,61.58198774,0,0,254.9224351
72.07848343,139.0975995,10.76686432,20.83858753,18.76,28.106284,0,10.06316132,33.72430963,0,0,143.7907136
72.15693044,139.2189547,10.93436517,20.95813519,19.05,28.1234322,0,10.06582103,33.72384613,0,0,143.9273634
73.5043855,141.3698431,13.39866696,22.75200645,23.32,28.53765496,0,10.07573622,33.73513156,0,0,146.1775868
76.07621013,145.4788743,18.07897771,26.1613055,31.43,29.33498485,0,10.09265166,33.75775265,0,0,150.4670369
75.96653785,145.299369,17.90599801,26.03264941,31.13,29.29327024,0,10.09423581,33.75554747,0,0,150.2903681
76.57108116,146.2621135,19.0256902,26.8463262,33.07,29.47503478,0,10.09990344,33.75995475,0,0,151.3032481
77.18837832,147.2452554,20.16846582,27.67683036,35.05,29.66079002,0,10.105644,33.76448012,0,0,152.3373701
76.77525576,147.817341,19.05921835,27.38814138,33.31,29.2563788,0,10.54199556,34.11753008,0.73,1.95,152.0555443
77.24005309,147.3196878,20.31302924,27.77709986,35.3,29.66216315,0,10.11036184,33.76257895,0,0,152.4354237
84.41282899,158.7870522,33.32068615,37.25687366,57.84,31.89913777,0,10.15358292,33.82779731,0,0,164.3879056
99.7576341,183.3239996,61.11904867,57.51878659,106.01,36.69315289,0,10.24352706,33.96867527,0,0,189.9511639
120.4335484,216.3870269,98.56628352,84.81454137,170.9,43.15528028,0,10.36395146,34.15891056,0,0,224.3935554
107.0885686,195.0402025,74.43847784,67.22327913,129.09,38.97221758,0,10.2898636,34.03416812,0,0,202.1730578
107.6707927,195.9672517,75.51777403,68.00750802,130.96,39.1469984,0,10.29540362,34.03836876,0,0,203.1487645
107.6481203,191.9754821,74.50017529,65.43641784,129.07,40.95118294,0,3.62,32.937933,0,0,197.4601855
108.0285598,196.5312198,76.21633969,68.51163447,132.17,39.24414831,0,10.30187153,34.03930151,0,0,203.7566248
92.84064872,172.2369826,48.75297886,48.48881685,84.58,34.48442958,0,10.21724682,33.89749655,0,0,178.4666661
90.09730649,167.8454306,43.81327156,44.88530828,76.02,33.61863559,0,10.20377313,33.8709079,0,0,173.9035355
106.3380695,193.8152897,73.2332448,66.32934415,127,38.69299733,0,10.29883985,34.02008096,0,0,200.9590405
115.8001615,208.9439732,90.38437679,78.82963137,156.72,41.64630245,0,10.35514995,34.10649463,0,0,216.7244516
117.6613718,210.3730513,95.73440942,78.15789029,163.79,42.40226444,0,9.109674701,17.24,0,0,214.7044625
112.395543,203.4907317,84.27333159,74.36968283,146.13,40.5661961,0,10.34010665,34.07259385,0,0,211.065938
113.4113979,205.1112899,86.13746429,75.7260424,149.36,40.87666069,0,10.34812594,34.08080921,0,0,212.7638708
104.331054,190.2694781,71.19794134,64.94508686,123.48,38.10363509,0.28,10.55278648,33.92363636,0,0,200.9899378
108.2104755,194.9375767,85.3831471,75.82836775,148.1,39.67744017,1.64,11.8126682,33.60906731,0,0,223.6979486
91.93578005,166.6520299,66.45022382,62.82568739,115.35,35.1178504,3.64,13.53872719,32.94352942,0,0,220.4813218
91.39285379,165.8810128,65.02070549,61.7449663,112.87,34.9162616,3.55,13.45607387,32.96042821,0,0,218.5083013
84.03519849,155.0899034,47.16308689,48.37584795,81.9,32.37166127,2.68,12.6258678,33.11456551,0,0,195.8706028
92.45911714,168.231514,63.95733713,60.73220912,111.01,35.07844727,2.97,12.93969233,33.11688509,0,0,213.3699969
85.63246598,157.7038091,49.79012408,50.26174457,86.45,32.84044718,2.62,12.58491555,33.14238413,0,0,197.8263884
83.18123532,153.9258917,44.69678205,46.4941344,77.62,32.03094329,2.49,12.45501367,33.15188858,0,0,192.1973577
82.18628194,152.7248615,41.08446583,43.71798608,71.35,31.6176904,2.14,12.13357925,33.23137959,0,0,186.3666287
92.71139732,169.2269306,61.6817106,58.84665692,107.05,34.98194409,2.43,12.45941723,33.25315281,0,0,207.3656332
85.35985757,157.8034376,46.82692777,47.89500758,81.3,32.59321018,2.13,12.14706187,33.26095046,0,0,191.5448912
86.42553948,159.4698862,48.9387046,49.44391913,84.96,32.92736848,2.16,12.1826195,33.26192207,0,0,193.6840634
73.357502,138.8250965,24.10493763,31.24583926,41.92,28.76884014,1.93,11.90117184,33.19881584,0,0,169.1782305
83.01931711,154.0591438,42.61480798,44.81277376,74,31.83595657,2.12,12.13122909,33.23827987,0,0,187.5452105
92.94662467,169.4699423,62.75991512,59.65994174,108.92,35.0455664,2.53,12.56266298,33.2236981,0,0,208.9815513
126.2768904,218.1648433,123.26,43.6822535,94.91,45.55021666,1.96,11.85159847,20.43446401,0,0,224.7837775
132.6089083,227.6061076,133.25,36.38047473,83.65,47.48690194,1.46,11.34347594,17.42926994,0,0,221.4542221
92.0892035,169.5621966,54.4087916,53.03940571,94.41,34.40126255,1.22,11.37432657,33.54864496,0,0,191.9278394
105.1495234,190.2202302,79.12216529,71.13258257,137.24,38.53447729,1.42,11.63289904,33.61700522,0,0,216.074555
87.44027309,162.1865147,45.7307206,46.68409649,79.37,32.91560352,1.16,11.29766209,33.51863403,0,0,183.4803823
87.75270482,162.5356247,47.00404753,47.66187487,81.58,33.04107796,1.29,11.41975792,33.48694822,0,0,185.5591625
86.05034486,160.3042669,42.38,50.6966016,86.28,32.33483962,1.3,11.46913499,34.92100128,0,0,186.3811362
72.03652507,137.9106558,16.19567313,25.01367872,28.18,27.9844225,0.83,10.91643768,33.45720691,0,0,153.9021659
94.16978955,174.1268542,52.44903145,51.14653186,90.98,34.70538931,0.1,10.38202687,33.84842482,0,0,182.0543776
75.52582637,144.3958226,17.63926653,25.7311348,30.27259811,28.78676396,0,10.19116564,33.71663718,0,0,149.7373463
75.51208326,144.3697665,17.64063959,25.72957535,30.27476836,28.77514584,0,10.19329208,33.71529891,0,0,149.7204511
75.49834015,144.3437104,17.64201266,25.72801591,30.27693862,28.76352773,0,10.19541853,33.71396063,0,0,149.7035559
75.48459704,144.3176543,17.64338572,25.72645647,30.27910888,28.75190961,0,10.19754498,33.71262235,0,0,149.6866607
75.47085392,144.2915981,17.64475878,25.72489703,30.28127914,28.74029149,0,10.19967142,33.71128408,0,0,149.6697655
75.45711081,144.265542,17.64613184,25.72333758,30.28344939,28.72867338,0,10.20179787,33.7099458,0,0,149.6528703
75.4433677,144.2394859,17.64750491,25.72177814,30.28561965,28.71705526,0,10.20392431,33.70860753,0,0,149.6359751
107.1553617,193.3973388,82.97933068,73.90312172,143.92,39.06053144,1.4,11.65494388,33.62524538,0,0,219.2544286
90.7952424,164.536047,56.75376993,46.26800488,94.33,34.29338667,1.3,9.136871973,3.77,0,0,181.5989656
76.42314707,144.6219288,25.62300484,31.95007773,44.52,29.33774669,1.06,11.17478427,33.42565993,0,0,164.0207491
102.6443695,191.7008155,68.31049676,81.58347767,127.49,36.84753256,1.79,17.01373911,95.71,0,0,235.9330185
93.0784689,170.6535889,58.60063236,56.19744513,101.68,34.67757567,1.59,11.75591018,33.44135849,0,0,198.1018114
90.75841912,166.8263511,54.95192127,53.57512853,95.36,33.97123981,1.69,11.83570151,33.39300528,0,0,195.4378583
82.42528685,153.5738714,39.5277404,42.30058448,68.63,31.33748542,1.62,11.72667715,33.33264282,0,0,180.7288342
80.62333333,150.710421,36.18689553,39.85459965,62.84,30.76085155,1.6,11.70041682,33.3199066,0,0,177.4947826
77.51605247,145.9959384,29.38128476,34.79869796,51.04,29.71905927,1.37,11.47591915,33.34902065,0,0,169.5789089
88.88129882,163.9768272,50.86925228,50.52859173,88.28,33.3137801,1.54,11.69754669,33.40939237,0,0,190.5441741
74.50201098,141.2124136,23.76720351,30.68499429,41.31,28.75036136,1.33,11.42677101,33.3290094,0,0,164.0932458
72.98496132,139.108795,19.5248585,27.47361552,33.95,28.1899493,1.04,11.15685846,33.38825652,0,0,158.1094509
81.64484543,152.5376584,37.16608412,40.47946992,64.53,30.99217668,1.41,11.54470799,33.37221391,0,0,176.9571892
89.74743799,162.6360483,56.143738,46.02454371,93.35,33.92390028,1.5,9.380883852,4.23,0,0,182.4798299
75.21427982,142.6956404,23.47883601,30.33629302,40.8,28.85720973,1.01,11.14898458,33.41303204,0,0,161.4821826
80.86176298,151.7799238,33.46340188,37.59225143,58.1,30.60341327,0.96,11.13806246,33.47697046,0,0,170.2971554
78.70709784,148.2960491,29.74661348,34.89225134,51.66,29.92992002,0.99,11.15520796,33.44812693,0,0,167.0727365
83.30399226,155.6550545,38.03964807,40.93114833,66.03,31.35819644,0.98,11.17461712,33.4920652,0,0,174.6155882
88.54697535,163.9234275,48.07940897,48.28746381,83.43,33.01834519,1.08,11.2976496,33.51373328,0,0,184.5481086
72.92376684,173.5683487,30.85797066,56.40037487,57.73,13.32570167,1.18,68.43,66.1,0,0,213.2076818
78.86303297,151.2787473,26.9970482,42.0423017,51.36,29.57704698,1.2,13.85787944,64.74,0,0,179.6491193
168.416272,280.8497824,202.14,42.9942819,116.57,58.67326865,1.53,11.40724198,8.050458941,0,0,258.197906
95.30272295,174.3848034,61.93096032,58.49098256,107.44,35.18096393,1.37,11.60857005,33.49703895,0,0,199.2870919
144.1534707,249.2945323,151.34,90.26369941,195.92,50.44857356,1.55,11.84050769,26.53990242,0,0,264.4127536
166.0492946,280.337154,195.15,78.52924951,185.01,57.62204984,1.71,11.82770397,16.99586315,0,0,278.7421176
131.4162244,230.8267456,127.13,95.97901677,200.29,46.32662088,1.65,12.01474868,31.56943964,0,0,257.2366132
141.1696614,222.3024738,167.1624053,8.94,271.94,49.6925888,1.81,-9.128045473,-5.56904726,0,0,240.1309914
86.22320688,163.2927979,42.81,131.7886489,267.06,31.90761389,1.93,9.080033901,7.09,0,0,231.3193278
86.3222996,167.38057,39.08,136.3984478,255.18,31.56767974,1.97,12.7344492,54.2571341,0,0,243.4458837
97.00385254,176.2880688,68.86259308,63.80667308,119.47,35.85052897,2.07,12.26968859,33.32467518,0,0,210.5215265
97.91563819,177.956243,69.54111311,64.22259066,120.64,36.07711249,1.88,12.10450762,33.38072578,0,0,209.777205
78.41130278,146.9615072,33.32060811,37.74383868,57.87,29.91816126,1.7,11.83168327,33.2451882,0,0,175.1485968
83.73158202,155.4661609,42.97539729,44.77943658,74.6,31.57548682,1.7,11.86431283,33.29325547,0,0,184.0156861
82.10422089,152.7692769,40.47542181,42.98650995,70.27,31.08049245,1.78,11.92989558,33.25645213,0,0,182.2665941
73.93011558,139.7598641,25.39155392,31.96405556,44.13,28.49919877,1.72,11.83086494,33.19499365,0,0,167.9418515
93.09430252,170.3939093,60.15517286,57.30751416,104.37,34.49100528,1.73,11.95173063,33.36866447,0,0,199.9858296
97.45208151,177.2803674,68.43532518,63.36908474,118.72,35.86606952,1.8,12.04244855,33.38984208,0,0,208.0857631
66.67815454,128.1269033,12.44762531,22.5285257,21.7,26.21325689,1.74,11.81420488,33.11914628,0,0,156.1202935
93.15597484,168.9822272,61.16,42.99335924,76.15,34.50946313,1.86,11.98286593,30.01181545,0,0,193.3662124
114.8264202,202.3981167,100.18,54.85389899,110.99,41.28644855,1.67,11.82924856,26.6097515,0,0,218.1210024
81.03191093,151.5212897,36.40382118,39.82413624,63.2,30.57433827,1.34,11.53952569,33.35120338,0,0,175.2682349
75.07201228,152.7409734,10.13665892,53.03925404,33.58,27.15659108,1.26,20.36383454,145.42,0,0,199.3528409
78.01747329,146.7258654,30.84151007,35.75218008,53.56,29.60821733,1.31,11.49945977,33.3286201,0,0,169.901329
78.59154208,144.582474,36.91522378,31.62606748,59.86,30.2363279,1.5,9.298993703,3.36,0,0,163.8085393
79.16880994,148.3674719,33.86865315,38.02193165,58.81,29.99959212,1.48,11.66490113,33.29323796,0,0,173.8609942
80.00767636,149.8401635,34.78260533,38.63753117,60.39,30.22226559,1.36,11.56289465,33.33063496,0,0,173.8311425
75.87895683,143.1879039,27.5454268,33.37524263,47.85,28.93378862,1.4,11.5778381,33.28094657,0,0,167.4382898
76.74018099,144.5160957,29.33963895,34.69666372,50.96,29.2066727,1.44,11.62131124,33.27745688,0,0,169.3563482
72.99847312,138.4264563,23.06535565,30.15634755,40.09,28.05279691,1.53,11.68388984,33.2185098,0,0,164.205161
80.62171079,150.1861379,38.882823,41.83672539,67.51,30.53335695,1.91,12.0748969,33.19030119,0,0,181.4457485
85.35965135,157.9735081,46.48637102,47.30085482,80.68,31.95715023,1.72,11.93159173,33.28177571,0,0,187.0740105
77.54744616,145.4978206,32.26746135,36.92497055,56.04,29.49989936,1.7,11.87096817,33.21339441,0,0,173.8296923
85.30171069,157.9289619,46.17010375,47.04514732,80.13,31.91071988,1.67,11.89026041,33.29170146,0,0,186.392411
59.87127052,206.9969711,38.16004432,78.63825275,67.93,-16.14973861,1.66,164.37,56.34651928,0,0,270.8650157
73.76556667,140.1694098,22.08745846,29.23574895,38.38,28.1187892,1.05,11.26548748,33.34175412,0,0,159.7867253
74.18246386,140.4828034,24.49462791,31.11222181,42.56,28.32556773,1.36,11.55170134,33.26480509,0,0,164.1890027
75.6044035,142.9668704,26.09648501,32.20123431,45.33,28.71177922,1.17,11.38943714,33.32557888,0,0,164.2943589
80.22559791,150.4210691,34.17106489,38.0608417,59.32,30.1341545,1.11,11.3635628,33.38258391,0,0,171.2805979
77.50815953,146.0822114,29.2257543,34.44924038,50.75,29.27376493,1.1,11.34115273,33.35880344,0,0,166.641194
88.50649648,163.1419633,50.81302735,49.65958757,87.87,32.79938175,1.37,11.47708139,30.84,0,0,187.4409503
82.3546363,159.0669403,31.21469815,52.48960402,62.32,30.03797687,1.27,16.08256642,90.35,0,0,194.5538241
81.5896363,152.3495754,37.84416564,40.81240176,65.69,30.58809172,1.32,11.57098061,33.33651803,0,0,176.0841805
76.78332037,144.8389519,28.33085011,33.81069197,49.2,29.03357524,1.16,11.40036022,33.33192331,0,0,166.1744286
80.81906466,151.2103777,36.02814591,39.44737138,62.54,30.30787433,1.23,11.48923693,33.35011941,0,0,173.7380031
86.55784403,160.3167453,46.75530903,47.28875757,81.13,32.1123548,1.29,11.57876615,33.38665117,0,0,184.01862
87.37601432,161.621145,48.26164862,48.38429286,83.74,32.36096355,1.29,11.58565518,33.39303629,0,0,185.3873026
91.61265099,168.2237311,56.74244037,54.62419023,98.44,33.7197296,1.44,11.74835637,33.39254548,0,0,194.240806
95.38854522,174.1345127,64.17937735,60.08710533,111.33,34.92352492,1.55,11.87208536,33.39806237,0,0,201.8492599
79.73354596,149.062193,34.78298403,38.55668265,60.39,29.90730267,1.36,11.59960278,33.34001414,1.44,1.32,173.4680017
84.89672853,157.5494548,44.29631355,45.51547569,76.87,31.57720666,1.37,11.6530007,33.34477615,0,0,182.2372842
73.28404739,137.4159575,27.94148877,25.44562184,44.32,27.84590889,1.31,11.18,3.92,0,0,154.5986723
78.14222447,146.7725163,31.96478758,36.50889244,55.5,29.44081319,1.34,11.5915512,33.28756598,0,0,170.6411778
77.07999423,145.0921105,29.96278145,35.03889524,52.03,29.09563987,1.32,11.56952019,33.28167839,0,0,168.6391591
72.51124763,137.8262408,21.50929272,28.85787551,37.38,27.64787033,1.28,11.50927192,33.24846291,0,0,160.558091
73.52989491,139.4399987,23.43096642,30.26018942,40.71,27.96190956,1.29,11.52639166,33.25413576,0,0,162.3800915
77.98484916,145.5376397,32.32383499,36.56139738,56.06,29.40593785,1.44,11.49967336,33.17357468,1.87,1.21,171.3731054
73.83217304,140.7059659,24.55261809,31.52050796,42.79,27.89896588,1.44,11.99134002,33.46975868,0.22,1.14,164.9897213
81.0648443,153.1459933,37.59363052,41.39580278,65.51,30.00084458,1.47,12.36032702,33.75684481,0.26,2.04,177.6839423
84.93713385,159.842366,44.00593273,46.18142523,76.67,31.11051193,1.37,12.42136831,33.91388708,0.24,2.39,183.0673826
93.48710562,172.5381894,60.2966885,57.76519717,104.79,33.95666422,1.48,12.29577238,33.75239749,0.24,1.59,198.3631559
68.53512545,135.3242202,17.61488693,28.50791226,31.37353581,25.46921067,2.23634185,14.14527598,34.4386,3.332348269,8.278630735,167.0044385
68.52272554,135.3047547,17.61611766,28.50747339,31.37605248,25.45730112,2.235951386,14.14823719,34.43818655,3.332179243,8.282156815,166.9864177
64.19042556,125.9237938,-0.039406674,12.61324205,0,24.63197168,0,10.31878464,33.48946708,0,0,131.4680597
70.64676199,136.0205461,18.99,37.71000018,50.74,26.8250598,1.83,12.76638228,41.42,0.09,0.59,170.8714918
25.5,58.53,73.45,20.08,110.9,19.65603319,1.96,30.86,46.37,0.23,1.44,105.5431157
68.4731259,135.2268924,17.62104057,28.50571791,31.38611917,25.40966292,2.234389531,14.16008203,34.43653276,3.331503138,8.296261133,166.9143344
68.46072599,135.2074269,17.6222713,28.50527904,31.38863584,25.39775337,2.233999068,14.16304324,34.43611931,3.331334112,8.299787212,166.8963135
